"idEditeur","libelleEditeur","exposant","distributeur","logoEditeur"
"396","Wonderbow Games","0","0","https://www.festivaldujeu-montpellier.org/wp-content/uploads/2025/04/wonderbow_games.png"
"397","Moose Toys","0","0","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUSTYxKAJQqN89aUDqU4UFlJ1Dr_pcV0zlmcL2F3D6yg&usqp=CAE&s"
"398","Saashi & Saashi","0","0","https://trictrac.net/_next/image?url=https%3A%2F%2Fcdn10.trictrac.net%2Ftrictrac%2Fae%2Fdf%2F8aa5e4f2828bc7a8a3f753a43fe0ac8cc59d.png&w=750&q=75"
"399","FlexiQ","0","0","https://flexiqgames.com/wp-content/uploads/2023/03/logo.svg"
"400","Underdog Games","0","0","https://www.underdoggames.com/cdn/shop/files/UD_logo_basic_600x.png?v=1669074118"
"402","Merle Editions","0","0","https://merle-editions.fr/modules/roy_customizer/upload/logo-normal-1.png"
"403","Spotgames","0","0","http://www.spotgames.fr/wp-content/uploads/2017/09/logo-spot-sans-cercle-300x195.jpg"
"404","Pandor Games","0","0","https://pandor-games.com/wp-content/uploads/2024/03/cropped-Logo_horizon_HQ_color.png"
"405","Zenagames","0","0","https://subverti.com/assets/img/maps/publishers/zenagame/logo.webp?v=1742061175"
"406","Chilifox Games","0","0","https://cdn.1j1ju.com/thumbs/logo-lg-webp/medias/97/ab/b9-logo-chilifox-games.webp"
"407","Randolph","0","0","https://www.carnetsdeweekends.fr/wp-content/uploads/2023/09/logo-RANDOLPH.jpg"
"408","Éditions Dérivantes","1","0","https://www.gameontabletop.com/contenu/partners/polskar_le_jeu_d_expeditions/Editions%20derivantes.png"
"409","Book in game","1","0","https://www.festivaldujeu-montpellier.org/wp-content/uploads/2025/04/logo_book_in_game.png"
"410","Rayon Alternatif","1","0","https://www.festivaldujeu-montpellier.org/wp-content/uploads/2025/04/rayon_alternatif_logo.png"
"411","Odonata éditions","1","0","https://i0.wp.com/odonata-editions.fr/wp-content/uploads/2024/05/1-Odonata_Logo_Final2.png?fit=350%2C250&ssl=1"
"412","Taurokk","1","0",
"413","Fanélia","1","0","https://www.ludifolie.com/img/m/393-large_default.jpg"
"414","Alnomcys","1","0","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSI1wl0TWKazVnu79hyJ5gNKe6Tq1TXUk8nNA&s"
"415","Spectrum","1","0","https://editions-spectrum.fr/cdn/shop/files/Logo-Spectrum-Couleur-Transparent2.png?v=1685266660&width=600"
"416","Odonata editions ( a supprimer)","0","0",
"417","Les Fondations de L'imaginaire","0","0","https://www.myludo.fr/img/people/1712646023/150/bm/38408.png"
"418","Albi","0","0","https://cdn3.philibertnet.com/c/13749-category_default/albi.jpg"
"419","Collective Adventure","0","0","https://subverti.com/assets/img/maps/publishers/collective-adventure/logo.webp?v=1744114749"
"420","Fish in the Sea","0","0","https://www.fishinthesea-editions.fr/wp-content/uploads/2024/01/Logo-Fish.png"
"421","Denkriesen","0","0","https://www.denkriesen.com/cdn/shop/files/Main-Logo_440x.png"
"422","Maxilud","0","0","https://www.maxilud.com/img/logo-carre.webp"
